Serie;Codigo_municipio;Nombre;distancia_capital;municipio_codigo_ine;zona_estadistica_codigo;zona_estadistica;superficie_km2;afiliados_ss_primario;afiliados_ss_secundario;afiliados_ss_terciario;contratos_primario;contratos_secundario;contratos_terciario;empleo_primario;empleo_secundario;empleo_terciario;crecimiento_relativo_poblacion;densidad_poblacion;edad_media_total;grado_envejecimiento_mayores_45;grado_envejecimiento_mayores_55;grado_envejecimiento_mayores_65;grado_envejecimiento_mayores_75;grado_envejecimiento_mayores_85;grado_juventud_menores_15;grado_juventud_menores_25;grado_juventud_menores_35;grado_juventud_menores_45;variacion_relativa_paro_registrado;sup_edif_indust;sup_total_indust;sup_edif_terc_indust;sup_total_terc_indust;paro_registrado_entre_25_44;paro_registrado_mayores_25;paro_registrado_mayores_45;paro_registrado_menores_25;paro_registrado_por_100_habitantes;paro_registrado_total;porcentaje_parados_mayores_25;porcentaje_parados_menores_25;poblacion_censada_0a4;poblacion_censada_10a14;poblacion_censada_15a19;poblacion_censada_20a24;poblacion_censada_25a29;poblacion_censada_30a34;poblacion_censada_35a39;poblacion_censada_40a44;poblacion_censada_45a49;poblacion_censada_50a54;poblacion_censada_55a59;poblacion_censada_5a9;poblacion_censada_60a64;poblacion_censada_65a69;poblacion_censada_70a74;poblacion_censada_75a79;poblacion_censada_80a84;poblacion_censada_85a89;poblacion_censada_90a94;poblacion_censada_95a99;poblacion_censada_mayores_100;poblacion_censada_total;num_explotaciones_agricolas_con_SAU;num_explotaciones_agricolas_con_SAU_huertos_consumo_propio;num_explotaciones_agricolas_con_SAU_tierra_pastos;superficie_explotaciones_agricolas_con_SAU;sup_explotaciones_agricolas_con_SAU_huertos_consumo_propio;sup_explotaciones_agricolas_con_SAU_tierra_pastos;unidades_productivas_primario;unidades_productivas_secundario;unidades_productivas_terciario
Municipios;1065;Parla;23.672;281065;04;Sur Metropolitano;25.02;1260.0;81810.0;585540.0;864.0;76032.0;735120.0;810.0;92286.0;752184.0;2.02;5317.93;39.03;41.14;23.52;13.33;4.80;1.07;18.58;29.77;41.10;58.86;-8.88;53.51;93.64;150.04;180.05;3567;7718;4151;662;6.30;8380;92.10;7.90;6196;9810;7843;7021;7041;8010;9770;13824;13610;9788;7421;8682;6114;6108;5234;3337;1613;917;390;96;17;132842;17;0;2;1470.86;0.00;2.41;408.0;23592.0;156600.0
Municipios;1071;Patones;65.895;281071;06;Sierra Norte;35.07;90.0;180.0;4320.0;0.0;36.0;9684.0;72.0;144.0;8172.0;6.19;16.14;50.70;59.19;44.88;32.51;18.73;11.66;12.37;19.43;26.33;40.81;31.25;0;0;0;0;4;20;16;1;3.71;21;95.24;4.76;23;21;22;18;16;23;42;40;39;42;33;26;37;35;43;20;20;35;21;10;0;566;11;2;5;482.38;0.06;431.51;48.0;72.0;1416.0
Municipios;1087;Pedrezuela;45.794;281087;06;Sierra Norte;28.54;270.0;3240.0;32580.0;0.0;3384.0;34416.0;234.0;3060.0;35046.0;1.53;223.85;39.50;43.33;23.45;11.45;5.19;1.88;19.04;28.35;38.51;56.67;-6.76;0;0;0;0;114;264;150;12;4.31;276;95.65;4.35;310;469;342;253;301;348;457;704;715;555;451;438;316;221;179;138;74;67;38;12;3;6391;15;0;14;455.90;0.00;455.54;84.0;1248.0;9840.0
Municipios;1090;Pelayos de la Presa;71.930;281090;10;Sierra Sur;7.57;270.0;2880.0;18900.0;468.0;2808.0;23508.0;18.0;3780.0;22536.0;3.10;391.28;43.99;50.10;34.17;19.78;9.79;3.48;13.44;24.41;35.38;49.90;-18.39;0;0;0;0;76;202;126;11;7.14;213;94.84;5.16;117;147;159;166;159;166;204;226;240;232;237;134;189;170;126;99;88;70;26;6;1;2962;4;0;3;101.65;0.00;83.09;12.0;1176.0;6108.0
Municipios;1104;Perales de Tajuña;40.166;281104;08;Sudeste Comunidad;49.07;180.0;2700.0;16920.0;180.0;1512.0;22428.0;234.0;3510.0;18738.0;1.83;64.15;42.53;48.20;30.18;16.12;8.41;2.69;15.14;25.32;36.16;51.80;-11.23;0;0;0;0;93;237;144;16;7.97;253;93.68;6.32;149;182;170;152;170;173;217;278;284;286;244;148;201;143;101;100;81;59;23;3;0;3164;89;8;5;649.97;0.23;128.93;132.0;1116.0;5088.0
Municipios;1111;Pezuela de las Torres;51.574;281111;08;Sudeste Comunidad;41.68;270.0;270.0;5400.0;432.0;72.0;11160.0;378.0;468.0;6642.0;5.25;23.54;43.31;48.17;32.89;18.84;9.06;3.56;16.50;25.25;34.73;51.83;45.95;0;0;0;0;15;51;36;3;5.53;54;94.44;5.56;48;56;38;48;40;53;74;94;75;75;74;58;64;51;45;27;27;18;15;2;0;982;36;1;2;3138.53;0.03;127.04;192.0;168.0;1752.0
Municipios;1126;Pinilla del Valle;91.312;281126;06;Sierra Norte;25.45;90.0;90.0;810.0;0.0;288.0;4248.0;18.0;36.0;2358.0;3.03;8.02;49.91;61.76;44.12;26.47;11.76;5.39;9.31;16.67;25.49;38.24;-9.09;0;0;0;0;4;9;5;1;4.90;10;90.00;10.00;6;9;4;11;13;5;12;14;17;19;13;4;23;15;15;8;5;7;4;0;0;204;6;0;6;401.07;0.00;401.07;12.0;24.0;276.0
Municipios;1132;Pinto;23.546;281132;04;Sur Metropolitano;61.98;990.0;107100.0;642510.0;1152.0;114156.0;978948.0;540.0;164754.0;751446.0;1.90;889.54;40.22;44.07;25.23;13.49;5.94;1.76;17.02;28.11;38.95;55.93;-7.61;23.36;14.02;54.82;41.11;1014;2558;1544;224;5.04;2782;91.95;8.05;2421;3673;3368;2750;2738;3241;4195;5178;5796;4599;3675;3299;2802;2214;1951;1448;860;619;278;69;4;55178;26;2;1;4542.06;0.08;368.99;288.0;15096.0;102684.0
Municipios;1147;Piñuécar-Gandullas;83.028;0;0;0;0;90.0;90.0;1080.0;36.0;0.0;2700.0;108.0;504.0;4104.0;-3.26;9.75;47.26;55.62;39.33;20.22;11.24;7.30;10.67;17.98;27.53;44.38;-50.00;0;0;0;0;2;4;2;0;2.25;4;100.00;0.00;5;4;8;5;9;8;14;16;12;17;25;10;9;9;7;4;3;11;2;0;0;178;15;2;15;822.39;0.09;817.42;72.0;72.0;384.0
Municipios;1150;Pozuelo de Alarcón;18.056;281150;05;Oeste Metropolitano;43.10;1260.0;69930.0;3084390.0;1224.0;54108.0;2350620.0;2358.0;69012.0;2870172.0;0.99;2053.93;42.42;49.12;33.11;18.74;8.99;2.64;15.68;29.51;39.72;50.88;-6.30;0;0;0;0;577;2000;1423;83;2.35;2083;96.02;3.98;3449;5682;6286;5953;5000;4038;4438;5437;6971;7197;7058;4749;5663;4473;4154;3454;2164;1381;704;211;42;88504;11;1;0;12.04;0.03;0.00;804.0;11652.0;372204.0
Municipios;1163;Pozuelo del Rey;41.510;281163;08;Sudeste Comunidad;30.91;180.0;810.0;4950.0;0.0;936.0;6840.0;198.0;900.0;5814.0;4.93;41.24;38.56;38.64;22.18;10.42;4.62;1.49;19.98;28.21;39.66;61.36;11.59;0;0;0;0;27;68;41;9;6.14;77;88.31;11.69;65;99;65;40;37;109;122;155;125;85;80;91;70;51;23;27;13;10;8;1;0;1276;24;0;3;2586.00;0.00;19.29;96.0;276.0;1716.0
Municipios;1179;Prádena del Rincón;85.383;281179;06;Sierra Norte;22.50;90.0;270.0;1260.0;0.0;36.0;3564.0;90.0;702.0;3114.0;2.74;6.66;47.67;59.33;34.67;22.00;14.67;8.67;13.33;19.33;28.67;40.67;50.00;0;0;0;0;0;5;5;1;4.00;6;83.33;16.67;2;14;6;3;3;11;8;10;18;19;12;4;7;7;4;6;3;6;5;2;0;150;8;1;8;441.90;0.01;441.89;60.0;120.0;384.0
Municipios;1185;Puebla de la Sierra;103.620;281185;06;Sierra Norte;56.69;90.0;0.0;810.0;0.0;0.0;3024.0;18.0;216.0;2358.0;20.00;1.80;50.69;60.78;42.16;28.43;10.78;4.90;6.86;9.80;28.43;39.22;150.00;0;0;0;0;2;5;3;0;5.05;5;100.00;0.00;1;3;1;2;4;15;7;4;11;8;7;3;7;7;11;5;1;1;1;3;0;102;0;0;0;0;0;0;12.0;12.0;240.0
Municipios;9020;Puentes Viejas;75.189;289020;06;Sierra Norte;58.54;180.0;270.0;2970.0;0.0;108.0;3636.0;90.0;2340.0;10710.0;8.44;12.94;45.06;52.77;35.36;18.87;9.23;3.30;14.12;22.43;31.13;47.23;-6.67;0;0;0;0;10;28;18;0;3.68;28;100.00;0.00;22;53;32;31;30;36;48;74;73;59;72;32;53;33;40;30;15;18;3;3;1;758;22;4;22;979.90;0.09;979.24;60.0;204.0;1464.0
Municipios;1198;Quijorna;45.968;281198;09;Sudoeste Comunidad;25.68;270.0;1890.0;16290.0;108.0;1044.0;16272.0;252.0;1548.0;19800.0;4.70;150.04;39.98;45.57;24.87;13.38;6.92;2.52;17.51;31.54;40.87;54.43;-9.47;0;0;0;0;52;163;111;9;4.45;172;94.77;5.23;164;297;301;240;196;164;248;275;417;381;273;214;170;124;125;99;71;56;32;9;0;3856;9;2;2;1080.95;0.06;354.90;120.0;612.0;6684.0
Municipios;1202;Rascafría;95.391;281202;06;Sierra Norte;149.28;540.0;1350.0;14220.0;36.0;756.0;23256.0;612.0;2250.0;21114.0;-0.63;11.64;49.84;61.13;47.10;27.37;12.48;4.14;8.45;16.39;27.43;38.87;-17.78;0;0;0;0;20;69;49;5;4.26;74;93.24;6.76;42;53;60;78;79;113;98;101;112;132;185;52;158;152;107;86;59;42;25;5;0;1739;35;1;34;2344.51;0.04;2336.06;348.0;648.0;5244.0
Municipios;1219;Redueña;56.050;281219;06;Sierra Norte;13.03;90.0;270.0;1890.0;0.0;72.0;4752.0;36.0;342.0;8136.0;2.35;23.39;43.38;48.20;29.18;17.70;11.48;2.95;12.13;24.26;35.74;51.80;7.69;0;0;0;0;4;10;6;4;4.61;14;71.43;28.57;12;15;24;13;11;24;26;23;26;32;20;10;15;11;8;14;12;8;1;0;0;305;12;1;6;643.60;0.02;487.29;24.0;60.0;1104.0
Municipios;1224;Ribatejada;51.730;281224;07;Nordeste Comunidad;32.16;90.0;540.0;3780.0;0.0;720.0;10872.0;108.0;432.0;7200.0;5.15;28.53;43.87;51.03;31.99;17.19;9.14;3.48;13.38;23.83;34.39;48.97;-16.13;0;0;0;0;13;50;37;2;5.70;52;96.15;3.85;29;43;50;46;42;55;59;75;73;102;86;51;50;49;25;28;24;15;12;4;1;919;16;0;2;1767.94;0.00;188.12;60.0;240.0;1356.0
Municipios;1230;Rivas-Vaciamadrid;16.274;281230;03;Este Metropolitano;67.43;720.0;95400.0;876150.0;396.0;75132.0;1092384.0;612.0;118422.0;1036008.0;3.51;1485.57;38.11;40.76;23.50;9.89;3.05;1.02;19.11;30.80;42.06;59.24;-0.91;149.32;330.0;0;0;1483;3765;2282;374;4.13;4139;90.96;9.04;5458;6791;6275;5424;5134;6127;7994;9197;9347;7923;7312;6873;6299;4314;2530;1328;710;605;321;86;5;100053;18;1;6;1189.97;0.02;58.44;300.0;20328.0;200688.0
Municipios;1245;Robledillo de la Jara;79.092;281245;06;Sierra Norte;21.02;0.0;0.0;1170.0;0.0;0.0;3456.0;0.0;234.0;2718.0;17.54;6.37;46.69;56.72;38.06;23.88;12.69;8.21;11.19;23.13;32.84;43.28;66.67;0;0;0;0;1;9;8;1;7.41;10;90.00;10.00;6;3;8;8;5;8;6;8;16;9;12;6;7;7;8;2;4;6;3;2;0;134;0;0;0;0;0;0;0.0;24.0;192.0
Municipios;1258;Robledo de Chavela;74.920;281258;10;Sierra Sur;94.15;1350.0;3780.0;30600.0;684.0;6696.0;38340.0;1278.0;3528.0;33336.0;2.68;50.34;45.19;54.56;35.95;19.78;9.32;3.06;12.42;23.57;32.09;45.44;-10.71;0;0;0;0;85;241;156;34;5.84;275;87.64;12.36;160;270;284;245;191;213;294;339;448;435;425;159;342;269;227;176;121;82;49;9;5;4743;34;2;34;2974.34;0.02;2973.60;360.0;1056.0;9048.0
Municipios;1261;Robregordo;89.533;281261;06;Sierra Norte;18.35;0.0;0.0;360.0;0.0;0.0;2520.0;0.0;216.0;2124.0;12.86;4.30;49.23;51.90;39.24;32.91;17.72;11.39;11.39;15.19;27.85;48.10;33.33;0;0;0;0;2;4;2;0;5.06;4;100.00;0.00;4;3;1;2;4;6;5;11;7;3;1;2;4;7;5;4;1;8;1;0;0;79;5;0;5;242.33;0.00;242.33;0.0;12.0;132.0
Municipios;1277;Rozas de Madrid (Las);19.981;281277;05;Oeste Metropolitano;58.28;900.0;91800.0;1946340.0;1944.0;65664.0;1788696.0;2754.0;124794.0;1976328.0;2.51;1690.16;40.71;46.49;28.33;15.22;6.59;1.94;17.03;30.33;40.18;53.51;-9.24;98.85;118.59;499.23;1627.75;782;2524;1742;88;2.66;2612;96.63;3.37;4348;6811;7155;5965;4865;4846;5976;7175;9037;8867;7232;5633;5702;4504;4005;2961;1621;1069;620;203;26;98621;5;0;4;951.92;0.00;602.98;432.0;14232.0;341580.0
Municipios;1283;Rozas de Puerto Real;92.193;281283;10;Sierra Sur;29.55;90.0;180.0;5400.0;0.0;288.0;8424.18;180.0;414.0;20664.0;-1.70;19.53;50.81;62.05;44.02;28.60;18.02;6.76;6.93;16.98;26.52;37.95;29.63;0;0;0;0;14;29;15;6;6.06;35;82.86;17.14;12;15;29;29;20;35;28;38;50;54;52;13;37;31;30;35;30;21;11;5;2;577;32;0;20;628.65;0.00;556.02;48.0;96.0;1668.0
Municipios;1296;San Agustín del Guadalix;36.132;281296;02;Norte Metropolitano;38.22;180.0;37980.0;157770.0;144.0;46980.0;146484.0;216.0;63378.0;160920.0;-0.04;358.19;39.52;45.44;25.05;11.62;4.99;1.70;17.64;31.79;41.04;54.56;-8.22;0;0;0;0;140;468;328;23;3.60;491;95.32;4.68;466;1140;1092;848;632;636;757;1096;1420;1375;1100;812;741;520;389;289;162;151;60;20;2;13708;21;3;17;2334.09;0.08;1416.34;144.0;2808.0;32568.0
Municipios;1300;San Fernando de Henares;18.348;281300;03;Este Metropolitano;38.84;180.0;86580.0;788940.0;36.0;119088.0;976932.0;252.0;121482.0;900108.0;0.12;1002.98;43.27;49.53;33.21;17.24;6.55;2.17;12.74;24.43;35.74;50.47;-9.02;37.58;32.32;0;0;712;1909;1197;158;5.30;2067;92.36;7.64;1387;1896;2134;2424;2116;2294;2713;3030;3082;3281;3377;1683;2847;2577;1592;1036;670;511;263;65;8;38986;12;1;3;1146.08;0.03;141.77;144.0;14688.0;84732.0
Municipios;1317;San Lorenzo de El Escorial;62.624;281317;11;Sierra Central;56.38;720.0;6300.0;166410.0;108.0;4320.0;198468.0;954.0;7614.0;193806.0;0.28;328.40;44.21;52.33;35.22;19.27;9.44;3.50;13.52;25.50;35.90;47.67;-15.54;0;0;0;0;248;701;453;38;4.00;739;94.86;5.14;577;1045;1155;1064;983;942;967;1213;1621;1549;1581;883;1372;1023;798;642;458;371;205;60;13;18522;20;1;19;1971.12;0.05;1968.69;300.0;3060.0;44724.0
Municipios;1338;San Martín de Valdeiglesias;78.770;281338;10;Sierra Sur;116.42;360.0;6750.0;54540.0;792.0;5184.0;86184.0;414.0;8010.0;83646.0;1.96;77.01;43.90;50.05;33.99;20.37;10.46;4.18;15.05;25.93;36.14;49.95;-3.98;0;0;0;0;237;575;338;53;6.98;628;91.56;8.44;348;548;483;493;460;455;580;659;727;713;682;454;540;482;407;338;225;206;126;41;2;8969;284;45;50;1497.99;1.67;717.00;228.0;2928.0;16740.0
Municipios;1322;San Martín de la Vega;30.402;281322;04;Sur Metropolitano;105.10;1260.0;27090.0;162270.0;576.0;18072.0;202896.0;1404.0;45108.0;187470.0;1.92;192.73;39.02;42.15;23.91;11.11;4.88;1.58;17.97;29.71;41.66;57.85;-5.47;0;0;0;0;492;1172;680;106;6.29;1278;91.71;8.29;935;1476;1285;1093;1182;1241;1417;1865;2037;1659;1467;1232;1129;727;535;401;268;213;79;27;1;20269;116;7;9;4361.71;0.13;552.86;768.0;6996.0;37824.0
Municipios;1343;San Sebastián de los Reyes;20.284;281343;02;Norte Metropolitano;59.10;990.0;108720.0;1676520.0;576.0;95076.0;2234844.0;3348.0;137862.0;1636920.0;1.58;1559.52;41.13;45.85;27.79;15.54;6.55;1.73;16.59;27.48;38.26;54.15;-7.52;122.5;165.0;0;0;1241;3275;2034;229;3.78;3504;93.46;6.54;3920;5826;5168;4897;4705;5256;6402;8285;9111;7582;6209;5585;5107;4217;4092;2908;1549;1022;444;124;8;92417;19;2;7;1652.61;0.05;13.60;564.0;21456.0;224640.0
Municipios;1356;Santa María de la Alameda;70.111;281356;10;Sierra Sur;75.66;450.0;1620.0;7200.0;36.0;936.0;7164.0;432.0;2790.0;14580.0;1.07;20.01;45.39;56.04;37.69;19.80;8.05;2.44;13.93;22.77;30.36;43.96;8.08;0;0;0;0;38;101;63;6;7.05;107;94.39;5.61;51;84;64;70;55;60;104;102;136;142;153;76;118;106;72;54;31;23;12;1;1;1515;38;1;38;3263.19;0.02;3263.17;240.0;756.0;3192.0
Municipios;1369;Santorcaz;45.724;281369;08;Sudeste Comunidad;28.22;90.0;450.0;3150.0;0.0;180.0;7380.0;126.0;522.0;7128.0;0.00;33.46;44.52;53.02;32.38;17.88;9.52;3.07;11.01;23.92;33.12;46.98;6.00;0;0;0;0;13;44;31;9;5.63;53;83.02;16.98;29;41;73;49;31;56;50;81;92;103;79;34;58;45;34;37;24;21;8;0;0;945;43;2;4;1672.44;0.07;184.46;84.0;300.0;1428.0
Municipios;1375;Santos de la Humosa (Los);46.496;281375;08;Sudeste Comunidad;34.82;90.0;1170.0;11070.0;216.0;396.0;10044.0;216.0;1368.0;13392.0;0.40;79.38;38.86;41.65;21.85;11.17;5.61;1.47;19.40;29.68;39.63;58.35;-13.33;0;0;0;0;54;121;67;9;4.69;130;93.08;6.92;137;221;158;128;105;172;224;297;333;218;164;182;133;90;65;73;42;29;6;6;0;2783;22;1;4;2633.52;0.03;855.98;96.0;540.0;3900.0
Municipios;1381;Serna del Monte (La);80.844;281381;06;Sierra Norte;5.52;90.0;90.0;1800.0;0.0;0.0;3024.0;72.0;36.0;2646.0;-1.85;19.20;41.78;44.34;33.02;16.04;2.83;0.94;14.15;23.58;38.68;55.66;0.00;0;0;0;0;3;7;4;0;6.60;7;100.00;0.00;5;6;6;4;7;9;11;7;4;8;8;4;10;9;5;0;2;1;0;0;0;106;4;0;4;284.53;0.00;284.53;48.0;24.0;372.0
Municipios;1408;Serranillos del Valle;35.694;281408;09;Sudoeste Comunidad;13.29;90.0;7740.0;38610.0;0.0;4608.0;30672.0;108.0;9126.0;40968.0;1.59;353.83;40.10;44.89;26.01;12.35;5.74;2.02;16.93;29.91;39.36;55.11;-7.95;0;0;0;0;70;200;130;20;4.76;220;90.91;9.09;192;318;325;274;188;248;317;410;465;406;376;271;254;180;125;102;70;41;42;10;0;4614;10;1;1;672.64;0.04;34.26;72.0;2196.0;10152.0
Municipios;1415;Sevilla la Nueva;42.875;281415;09;Sudoeste Comunidad;24.74;180.0;6840.0;78390.0;36.0;3672.0;91044.0;198.0;7578.0;69066.0;1.71;386.54;40.30;46.18;24.97;12.72;6.35;2.59;16.92;30.30;39.15;53.82;-9.62;0;0;0;0;134;368;234;36;4.23;404;91.09;8.91;353;753;761;519;427;419;549;854;1097;931;702;512;470;316;293;226;133;144;70;31;3;9563;8;1;3;966.14;0.04;3.11;120.0;2808.0;19068.0
Municipios;1436;Somosierra;93.268;281436;06;Sierra Norte;20.40;90.0;0.0;1710.0;36.0;36.0;3960.0;54.0;216.0;3006.0;-3.41;4.16;50.64;61.18;42.35;23.53;11.76;8.24;2.35;11.76;31.76;38.82;-37.50;0;0;0;0;1;5;4;0;5.88;5;100.00;0.00;0;2;3;5;5;12;1;5;4;12;13;0;3;6;4;2;1;3;3;1;0;85;11;0;11;323.05;0.00;320.29;12.0;12.0;360.0
Municipios;1441;Soto del Real;44.268;281441;11;Sierra Central;42.84;270.0;5490.0;89460.0;72.0;3564.0;48564.0;252.0;5094.0;99252.0;2.12;219.39;43.27;50.99;33.59;17.37;8.28;2.98;13.75;27.40;37.00;49.01;-6.80;0;0;0;0;93;292;199;23;3.35;315;92.70;7.30;313;533;654;629;432;471;487;642;775;862;808;447;717;484;370;301;198;150;99;29;2;9403;23;0;23;1887.35;0.00;1886.57;156.0;1704.0;22104.0
Municipios;1454;Talamanca de Jarama;47.636;281454;07;Nordeste Comunidad;38.48;360.0;3690.0;19260.0;252.0;3528.0;42516.0;306.0;7326.0;25938.0;3.72;113.55;40.25;43.04;25.43;13.74;6.88;2.47;18.48;28.15;38.60;56.96;-1.55;0;0;0;0;70;179;109;12;4.39;191;93.72;6.28;207;315;221;202;193;264;328;475;433;337;293;286;218;165;135;133;60;65;30;12;1;4373;49;1;5;2254.39;0.03;84.98;132.0;1008.0;6492.0
Municipios;1467;Tielmes;45.405;281467;08;Sudeste Comunidad;26.58;270.0;2610.0;19350.0;504.0;4860.0;38052.0;432.0;4266.0;23022.0;-1.37;102.71;42.83;47.44;30.93;17.13;9.41;3.51;14.93;25.15;36.46;52.56;-5.77;0;0;0;0;77;183;106;13;7.15;196;93.37;6.63;124;142;150;129;134;175;205;235;241;210;199;142;178;108;103;92;69;61;25;9;1;2732;74;1;2;981.67;0.03;59.25;156.0;828.0;4188.0
Municipios;1473;Titulcia;40.449;281473;08;Sudeste Comunidad;10.11;90.0;1260.0;6390.0;144.0;720.0;30672.0;126.0;1350.0;11790.0;1.26;134.71;43.10;50.29;31.92;17.94;9.37;2.64;14.93;25.70;36.02;49.71;-9.26;0;0;0;0;30;86;56;12;7.20;98;87.76;12.24;47;82;75;72;64;77;91;96;134;117;118;75;73;62;55;55;37;25;9;2;0;1366;18;0;1;397.76;0.00;14.06;60.0;408.0;2160.0
Municipios;1489;Torrejón de Ardoz;22.712;281489;03;Este Metropolitano;32.42;1710.0;173700.0;1212210.0;3060.0;225720.0;1795860.0;1746.0;417564.0;1476342.0;1.96;4266.66;41.33;44.99;27.51;15.81;6.47;1.74;15.61;26.16;37.65;55.01;-10.08;0;0;0;0;2725;6810;4085;713;5.46;7523;90.52;9.48;5927;8050;7562;7014;7050;8827;10459;13535;13439;10716;8918;7596;7257;6769;6139;4240;2294;1507;706;167;25;138197;7;2;2;1220.68;0.04;27.71;528.0;29388.0;208992.0
Municipios;1505;Torrejón de Velasco;29.513;281505;09;Sudoeste Comunidad;52.16;990.0;5940.0;32130.0;468.0;3420.0;27072.0;648.0;9576.0;33516.0;1.28;90.86;40.52;46.18;25.90;13.50;5.76;2.09;16.51;29.04;38.93;53.82;-11.27;0;0;0;0;59;167;108;22;3.97;189;88.36;11.64;180;352;346;248;208;261;302;404;505;457;346;251;242;197;170;118;56;70;20;8;1;4742;78;5;5;3521.11;0.17;2.51;312.0;1872.0;9804.0
Municipios;1492;Torrejón de la Calzada;27.728;281492;09;Sudoeste Comunidad;8.97;180.0;21510.0;178740.0;108.0;14724.0;90432.0;180.0;25542.0;110916.0;2.71;1137.12;38.22;39.86;22.81;11.75;4.25;1.22;19.47;30.86;42.23;60.14;-4.88;0;0;0;0;185;394;209;35;4.20;429;91.84;8.16;574;703;620;542;475;684;818;1009;971;768;639;709;490;442;323;197;112;77;37;8;2;10200;5;0;2;310.63;0.00;21.46;108.0;4632.0;20892.0
Municipios;1512;Torrelaguna;60.357;281512;06;Sierra Norte;43.06;270.0;2520.0;24750.0;144.0;1548.0;38772.0;342.0;3348.0;47880.0;0.24;114.74;43.04;49.53;31.11;17.70;8.74;3.48;15.19;25.97;36.19;50.47;-2.83;0;0;0;0;83;220;137;20;4.85;240;91.67;8.33;182;307;293;240;232;273;312;394;479;432;347;262;316;256;187;150;110;84;69;16;3;4944;55;1;9;1817.16;0.01;240.16;192.0;1224.0;9756.0
Municipios;1527;Torrelodones;30.262;281527;05;Oeste Metropolitano;21.67;270.0;8910.0;240480.0;72.0;7668.0;296892.0;306.0;9378.0;285372.0;1.52;1157.43;40.71;47.66;29.39;14.55;6.64;2.21;16.75;31.57;41.27;52.34;-12.42;0;0;0;0;182;631;449;25;2.61;656;96.19;3.81;971;1799;1987;1732;1348;1087;1231;1546;2282;2303;2054;1432;1670;1178;808;675;435;317;166;61;11;25093;0;0;0;0;0;0;156.0;3288.0;81960.0
Municipios;1533;Torremocha de Jarama;64.681;281533;06;Sierra Norte;18.86;180.0;630.0;9000.0;0.0;396.0;9036.0;198.0;1242.0;23760.0;4.09;60.47;48.65;58.30;41.26;28.67;18.53;9.09;13.29;24.04;30.68;41.70;0.00;33.05;16.52;0;0;14;42;28;4;4.02;46;91.30;8.70;36;61;63;60;31;45;51;75;105;90;69;55;75;57;59;71;37;49;42;12;1;1144;56;2;6;1246.47;0.06;44.84;96.0;372.0;2424.0
Municipios;1548;Torres de la Alameda;37.051;281548;08;Sudeste Comunidad;43.34;630.0;16470.0;88020.0;72.0;11304.0;70056.0;360.0;29250.0;101124.0;0.27;177.86;41.53;46.71;28.36;15.38;6.95;2.81;15.25;28.37;38.03;53.29;-7.29;0;0;0;0;165;404;239;54;5.92;458;88.21;11.79;274;511;542;470;367;378;492;685;766;649;572;391;429;402;248;208;111;122;64;28;3;7712;36;1;0;2545.16;0.03;0.00;204.0;4512.0;17220.0
Municipios;9036;Tres Cantos;24.566;289036;02;Norte Metropolitano;37.95;1530.0;148320.0;1341540.0;4968.0;121428.0;1496844.0;1350.0;301248.0;1352142.0;2.46;1352.85;40.98;45.47;29.87;15.26;5.88;1.84;16.23;28.12;39.62;54.53;-13.43;66.37;53.37;0;0;463;1315;852;65;2.68;1380;95.29;4.71;2482;2914;3077;3029;2942;2964;3596;4058;4113;3900;3975;2940;3529;2759;2055;1365;711;527;305;101;12;51354;21;0;20;1155.06;0.00;1123.72;132.0;5628.0;124848.0
Municipios;1551;Valdaracete;58.985;281551;08;Sudeste Comunidad;63.80;360.0;180.0;1980.0;1440.0;144.0;6048.0;558.0;288.0;5238.0;0.47;10.07;47.09;53.19;40.59;23.79;12.91;6.07;10.58;19.91;32.81;46.81;-10.00;0;0;0;0;18;51;33;3;8.53;54;94.44;5.56;20;31;33;27;34;49;43;47;42;39;60;17;48;33;37;26;18;23;11;5;0;643;125;6;8;2764.78;0.20;10.91;120.0;168.0;828.0
Municipios;1564;Valdeavero;47.888;281564;07;Nordeste Comunidad;18.71;450.0;2340.0;8820.0;72.0;2340.0;9468.0;450.0;3834.0;11898.0;4.35;94.71;40.43;43.80;25.87;14.71;5.75;1.63;16.63;27.06;38.84;56.20;-17.86;0;0;0;0;35;88;53;4;5.16;92;95.65;4.35;88;119;97;88;91;118;140;168;176;142;109;88;89;84;75;47;26;19;8;2;0;1774;13;1;1;1671.09;0.04;25.10;156.0;876.0;3324.0
Municipios;1570;Valdelaguna;50.708;281570;08;Sudeste Comunidad;42.26;90.0;540.0;2970.0;0.0;180.0;5076.0;108.0;846.0;5202.0;2.57;24.69;43.20;48.41;30.80;17.61;9.53;2.98;13.76;25.12;35.71;51.59;-14.08;0;0;0;0;23;58;35;3;5.84;61;95.08;4.92;47;48;60;58;40;70;59;106;102;81;75;48;62;35;49;43;25;22;6;2;1;1039;84;10;7;829.26;0.43;47.70;72.0;336.0;1428.0
Municipios;1586;Valdemanco;65.264;281586;06;Sierra Norte;17.79;90.0;1260.0;4680.0;0.0;792.0;5328.0;0.0;990.0;5598.0;1.80;60.28;44.92;52.75;33.18;21.44;11.18;3.82;15.00;23.11;32.15;47.25;-12.00;0;0;0;0;15;42;27;2;4.13;44;95.45;4.55;42;67;53;34;54;43;54;108;112;98;74;52;52;50;60;48;31;28;5;5;3;1073;4;1;4;38.14;0.03;37.55;0.0;420.0;1644.0
